id,match_date,year,round,venue,home_team,away_team,result,home_margin,home_team_name,home_feat_form_5,home_feat_rolling_margin_5,home_feat_rolling_score_5,home_feat_rest_days,home_feat_ladder_pts,home_feat_h2h_win_5,home_feat_venue_win_10,away_feat_form_5,away_feat_rolling_margin_5,away_feat_rolling_score_5,away_feat_rest_days,away_feat_ladder_pts,away_feat_h2h_win_5,away_feat_venue_win_10,feat_diff_form_5,feat_diff_margin_5,feat_diff_rest,feat_diff_ladder,target_win,target_margin
11749,1993-05-28,1993,10,Melbourne Cricket Ground,Essendon Bombers,fitzroy lions,W,4,Essendon Bombers,0.8,33.6,130.8,6.0,18.0,0.4,0.65,,,,,,,,,,,,1,4
11752,1993-06-26,1993,13,Princes Park,Essendon Bombers,Richmond Tigers,W,78,Essendon Bombers,0.8,20.8,110.4,7.0,26.0,0.8,0.4,,,,,,,,,,,,1,78
11753,1993-07-03,1993,14,Melbourne Cricket Ground,Essendon Bombers,Brisbane Bears,W,116,Essendon Bombers,0.8,24.8,113.6,7.0,30.0,1.0,0.55,,,,,,,,,,,,1,116
11755,1993-07-18,1993,16,Melbourne Cricket Ground,Essendon Bombers,West Coast Eagles,W,2,Essendon Bombers,0.6,30.4,114.8,9.0,34.0,0.2,0.65,,,,,,,,,,,,1,2
11758,1993-08-06,1993,19,Melbourne Cricket Ground,Essendon Bombers,Sydney Swans,W,21,Essendon Bombers,0.8,33.8,112.4,7.0,46.0,1.0,0.7,,,,,,,,,,,,1,21
11759,1993-08-14,1993,20,Melbourne Cricket Ground,Essendon Bombers,Western Bulldogs,W,13,Essendon Bombers,0.8,14.8,104.8,8.0,50.0,0.6,0.8,,,,,,,,,,,,1,13
11762,1993-09-12,1993,SF,Melbourne Cricket Ground,Essendon Bombers,West Coast Eagles,W,32,Essendon Bombers,0.6,13.6,106.0,8.0,54.0,0.2,0.7,,,,,,,,,,,,1,32
11763,1993-09-18,1993,PF,Melbourne Cricket Ground,Essendon Bombers,Adelaide Crows,W,11,Essendon Bombers,0.6,6.4,103.0,6.0,58.0,0.6,0.7,,,,,,,,,,,,1,11
11764,1993-09-25,1993,GF,Melbourne Cricket Ground,Essendon Bombers,Carlton Blues,W,44,Essendon Bombers,0.6,4.4,101.8,7.0,62.0,0.5,0.8,,,,,,,,,,,,1,44
11765,1994-03-26,1994,1,Melbourne Cricket Ground,Essendon Bombers,West Coast Eagles,W,3,Essendon Bombers,0.6,10.6,108.8,21.0,0.0,0.4,0.8,,,,,,,,,,,,1,3
11768,1994-04-16,1994,4,Melbourne Cricket Ground,Essendon Bombers,Melbourne Demons,L,-18,Essendon Bombers,0.6,6.2,103.8,7.0,4.0,0.6,0.9,,,,,,,,,,,,0,-18
11769,1994-04-23,1994,5,Melbourne Cricket Ground,Essendon Bombers,Collingwood Magpies,W,4,Essendon Bombers,0.4,0.4,94.8,7.0,4.0,0.2,0.8,,,,,,,,,,,,1,4
11771,1994-05-15,1994,8,Princes Park,Essendon Bombers,Adelaide Crows,W,43,Essendon Bombers,0.2,-10.8,86.4,8.0,8.0,0.8,0.4,,,,,,,,,,,,1,43
11772,1994-05-21,1994,9,Waverley Park,Essendon Bombers,Carlton Blues,W,1,Essendon Bombers,0.4,0.4,92.8,6.0,12.0,0.5,0.3,,,,,,,,,,,,1,1
11773,1994-05-28,1994,10,Melbourne Cricket Ground,Essendon Bombers,Geelong Cats,W,11,Essendon Bombers,0.6,3.4,86.6,7.0,16.0,0.2,0.8,,,,,,,,,,,,1,11
11774,1994-06-04,1994,11,Princes Park,Essendon Bombers,richmond tigers,W,46,Essendon Bombers,0.8,9.2,95.8,7.0,20.0,0.8,0.5,,,,,,,,,,,,1,46
11777,1994-06-26,1994,14,Melbourne Cricket Ground,Essendon Bombers,sydney swans,W,34,Essendon Bombers,0.6,-0.6,94.8,7.0,24.0,0.8,0.8,,,,,,,,,,,,1,34
11780,1994-07-17,1994,17,Melbourne Cricket Ground,Essendon Bombers,Fitzroy Lions,W,64,Essendon Bombers,0.4,-11.2,82.0,7.0,32.0,0.6,0.8,,,,,,,,,,,,1,64
11781,1994-07-23,1994,18,Melbourne Cricket Ground,Essendon Bombers,St Kilda Saints,L,-10,Essendon Bombers,0.6,7.2,99.8,6.0,36.0,0.6,0.9,,,,,,,,,,,,0,-10
11784,1994-08-21,1994,22,Melbourne Cricket Ground,Essendon Bombers,Hawthorn Hawks,W,52,Essendon Bombers,0.2,-17.4,92.2,16.0,36.0,0.4,0.6,,,,,,,,,,,,1,52
11786,1994-09-03,1994,24,Melbourne Cricket Ground,Essendon Bombers,carlton blues,W,18,Essendon Bombers,0.2,-24.0,91.6,6.0,40.0,1.0,0.6,,,,,,,,,,,,1,18
11789,1995-04-17,1995,3,Melbourne Cricket Ground,Essendon Bombers,Melbourne Demons,W,16,Essendon Bombers,0.8,19.2,95.4,10.0,8.0,0.4,0.7,,,,,,,,,,,,1,16
11791,1995-04-30,1995,5,Princes Park,Essendon Bombers,St Kilda Saints,W,116,Essendon Bombers,0.9,23.4,98.4,5.0,14.0,0.4,0.6,,,,,,,,,,,,1,116
11792,1995-05-07,1995,6,Princes Park,Essendon Bombers,brisbane bears,W,28,Essendon Bombers,0.9,43.0,113.2,7.0,18.0,0.5,0.7,,,,,,,,,,,,1,28
11793,1995-05-13,1995,7,Melbourne Cricket Ground,Essendon Bombers,Carlton Blues,L,-8,Essendon Bombers,0.9,33.8,116.4,6.0,22.0,0.7,0.65,,,,,,,,,,,,0,-8
11795,1995-05-27,1995,9,Melbourne Cricket Ground,Essendon Bombers,Western Bulldogs,W,34,Essendon Bombers,0.7,30.8,113.6,6.0,26.0,0.6,0.55,,,,,,,,,,,,1,34
11797,1995-06-10,1995,11,Melbourne Cricket Ground,Essendon Bombers,Geelong Cats,L,-11,Essendon Bombers,0.6,9.0,100.6,8.0,30.0,0.4,0.45,,,,,,,,,,,,0,-11
11798,1995-06-23,1995,12,Melbourne Cricket Ground,Essendon Bombers,Hawthorn Hawks,W,18,Essendon Bombers,0.4,1.2,97.4,13.0,30.0,0.6,0.45,,,,,,,,,,,,1,18
11800,1995-07-08,1995,14,Melbourne Cricket Ground,Essendon Bombers,Adelaide Crows,W,122,Essendon Bombers,0.4,-1.0,101.8,6.0,34.0,0.8,0.55,,,,,,,,,,,,1,122
11802,1995-07-22,1995,16,Melbourne Cricket Ground,Essendon Bombers,Fitzroy Lions,W,71,Essendon Bombers,0.5,22.0,118.4,8.0,40.0,0.6,0.6,,,,,,,,,,,,1,71
11803,1995-07-29,1995,17,Melbourne Cricket Ground,Essendon Bombers,Fremantle Dockers,W,48,Essendon Bombers,0.7,38.4,126.0,7.0,44.0,0.8,0.6,,,,,,,,,,,,1,48
11805,1995-08-12,1995,19,Melbourne Cricket Ground,Essendon Bombers,Collingwood Magpies,W,8,Essendon Bombers,0.9,54.8,134.8,7.0,52.0,0.5,0.65,,,,,,,,,,,,1,8
11808,1995-09-02,1995,22,Melbourne Cricket Ground,Essendon Bombers,Carlton Blues,L,-41,Essendon Bombers,0.8,26.6,117.2,7.0,60.0,0.6,0.75,,,,,,,,,,,,0,-41
11809,1995-09-09,1995,QF,Waverley Park,Essendon Bombers,West Coast Eagles,W,19,Essendon Bombers,0.6,8.8,103.6,7.0,60.0,0.6,0.5,,,,,,,,,,,,1,19
11812,1996-04-07,1996,2,Melbourne Cricket Ground,Essendon Bombers,Carlton Blues,L,-29,Essendon Bombers,0.4,-9.8,84.0,8.0,4.0,0.4,0.75,,,,,,,,,,,,0,-29
11813,1996-04-14,1996,3,Waverley Park,Essendon Bombers,West Coast Eagles,W,59,Essendon Bombers,0.4,-9.2,81.6,7.0,4.0,0.8,0.6,,,,,,,,,,,,1,59
11815,1996-04-25,1996,5,Melbourne Cricket Ground,Essendon Bombers,Collingwood Magpies,L,-12,Essendon Bombers,0.4,-12.2,88.2,5.0,8.0,0.7,0.65,,,,,,,,,,,,0,-12
11817,1996-05-08,1996,7,Melbourne Cricket Ground,Essendon Bombers,geelong cats,W,29,Essendon Bombers,0.3,-15.6,88.2,5.0,10.0,0.5,0.55,,,,,,,,,,,,1,29
11818,1996-05-19,1996,8,Melbourne Cricket Ground,Essendon Bombers,Western Bulldogs,W,67,Essendon Bombers,0.5,-4.0,102.4,11.0,14.0,0.6,0.6,,,,,,,,,,,,1,67
11819,1996-05-25,1996,9,Melbourne Cricket Ground,Essendon Bombers,Melbourne Demons,W,12,Essendon Bombers,0.5,-2.4,110.8,6.0,18.0,0.4,0.6,,,,,,,,,,,,1,12
11821,1996-06-16,1996,11,Melbourne Cricket Ground,Essendon Bombers,Fremantle Dockers,W,1,Essendon Bombers,0.9,26.0,112.4,8.0,26.0,0.8,0.6,,,,,,,,,,,,1,1
11823,1996-06-29,1996,13,Melbourne Cricket Ground,Essendon Bombers,Hawthorn Hawks,W,21,Essendon Bombers,0.8,18.0,102.8,6.0,30.0,0.6,0.6,,,,,,,,,,,,1,21
11824,1996-07-06,1996,14,Princes Park,Essendon Bombers,Fitzroy Lions,W,66,Essendon Bombers,0.8,8.8,96.8,7.0,34.0,0.8,0.7,,,,,,,,,,,,1,66
11826,1996-07-20,1996,16,Melbourne Cricket Ground,Essendon Bombers,Richmond Tigers,W,20,Essendon Bombers,0.6,8.2,98.4,6.0,38.0,0.7,0.6,,,,,,,,,,,,1,20
11827,1996-07-27,1996,17,Melbourne Cricket Ground,Essendon Bombers,Carlton Blues,L,-9,Essendon Bombers,0.6,12.0,102.0,7.0,42.0,0.4,0.7,,,,,,,,,,,,0,-9
11829,1996-08-10,1996,19,Princes Park,Essendon Bombers,Adelaide Crows,W,36,Essendon Bombers,0.4,7.2,93.8,6.0,42.0,1.0,0.7,,,,,,,,,,,,1,36
11831,1996-08-24,1996,21,Melbourne Cricket Ground,Essendon Bombers,Sydney Swans,W,18,Essendon Bombers,0.6,10.8,100.6,6.0,50.0,0.7,0.7,,,,,,,,,,,,1,18
11832,1996-08-30,1996,22,Melbourne Cricket Ground,Essendon Bombers,western bulldogs,W,3,Essendon Bombers,0.6,10.4,99.0,6.0,54.0,0.2,0.8,,,,,,,,,,,,1,3
11834,1996-09-14,1996,SF,Melbourne Cricket Ground,Essendon Bombers,West Coast Eagles,W,77,Essendon Bombers,0.8,13.8,99.8,8.0,58.0,0.6,0.9,,,,,,,,,,,,1,77
11836,1997-03-31,1997,1,Melbourne Cricket Ground,Essendon Bombers,Carlton Blues,W,7,Essendon Bombers,0.6,19.2,98.4,21.0,0.0,0.2,0.9,,,,,,,,,,,,1,7
11838,1997-04-13,1997,3,Melbourne Cricket Ground,Essendon Bombers,North Melbourne Kangaroos,W,42,Essendon Bombers,0.6,23.0,102.4,7.0,8.0,0.4,0.9,,,,,,,,,,,,1,42
11839,1997-04-20,1997,4,Melbourne Cricket Ground,Essendon Bombers,Geelong Cats,L,-7,Essendon Bombers,0.8,31.6,106.8,7.0,12.0,0.4,0.9,,,,,,,,,,,,0,-7
11840,1997-04-25,1997,5,Melbourne Cricket Ground,Essendon Bombers,Collingwood Magpies,L,-29,Essendon Bombers,0.6,14.8,93.6,5.0,12.0,0.7,0.8,,,,,,,,,,,,0,-29
11841,1997-05-03,1997,6,Melbourne Cricket Ground,Essendon Bombers,Brisbane Lions,W,31,Essendon Bombers,0.6,9.2,93.8,8.0,12.0,0.2,0.7,,,,,,,,,,,,1,31
11843,1997-05-18,1997,8,Melbourne Cricket Ground,Essendon Bombers,St Kilda Saints,L,-24,Essendon Bombers,0.4,-3.2,89.0,7.0,16.0,0.6,0.7,,,,,,,,,,,,0,-24
11845,1997-06-01,1997,10,Melbourne Cricket Ground,Essendon Bombers,Western Bulldogs,L,-22,Essendon Bombers,0.2,-20.0,86.0,7.0,16.0,0.6,0.7,,,,,,,,,,,,0,-22
11846,1997-06-07,1997,11,Melbourne Cricket Ground,Essendon Bombers,Hawthorn Hawks,L,-33,Essendon Bombers,0.2,-18.6,94.8,6.0,16.0,0.8,0.6,,,,,,,,,,,,0,-33
11849,1997-07-06,1997,14,Melbourne Cricket Ground,Essendon Bombers,Melbourne Demons,W,63,Essendon Bombers,0.2,-16.8,95.4,8.0,20.0,0.6,0.5,,,,,,,,,,,,1,63
11851,1997-07-19,1997,16,Melbourne Cricket Ground,Essendon Bombers,Carlton Blues,L,-78,Essendon Bombers,0.4,5.0,95.2,6.0,24.0,0.2,0.5,,,,,,,,,,,,0,-78
11852,1997-07-25,1997,17,Melbourne Cricket Ground,Essendon Bombers,Port Adelaide Power,L,-50,Essendon Bombers,0.4,-4.0,94.4,6.0,24.0,0.4,0.4,,,,,,,,,,,,0,-50
11854,1997-08-10,1997,19,Melbourne Cricket Ground,Essendon Bombers,Geelong Cats,W,5,Essendon Bombers,0.2,-17.0,84.2,9.0,24.0,0.4,0.3,,,,,,,,,,,,1,5
11857,1997-08-31,1997,22,Princes Park,Essendon Bombers,Adelaide Crows,W,4,Essendon Bombers,0.4,-14.0,79.2,8.0,32.0,0.8,0.7,,,,,,,,,,,,1,4
11859,1998-04-05,1998,2,Melbourne Cricket Ground,Essendon Bombers,St Kilda Saints,W,89,Essendon Bombers,0.6,-2.2,90.2,7.0,0.0,0.6,0.3,,,,,,,,,,,,1,89
11860,1998-04-13,1998,3,Melbourne Cricket Ground,Essendon Bombers,Carlton Blues,W,1,Essendon Bombers,0.6,14.6,112.0,8.0,4.0,0.2,0.4,,,,,,,,,,,,1,1
11864,1998-05-09,1998,7,Melbourne Cricket Ground,Essendon Bombers,geelong cats,L,-9,Essendon Bombers,0.4,7.6,106.8,7.0,8.0,0.5,0.4,,,,,,,,,,,,0,-9
11865,1998-05-15,1998,8,Melbourne Cricket Ground,Essendon Bombers,brisbane lions,W,14,Essendon Bombers,0.2,-12.0,84.4,6.0,8.0,0.4,0.3,,,,,,,,,,,,1,14
11868,1998-06-05,1998,11,Melbourne Cricket Ground,Essendon Bombers,Sydney Swans,W,60,Essendon Bombers,0.6,8.2,91.6,6.0,20.0,0.5,0.5,,,,,,,,,,,,1,60
11870,1998-06-19,1998,13,Melbourne Cricket Ground,Essendon Bombers,West Coast Eagles,L,-11,Essendon Bombers,0.8,23.2,113.0,6.0,24.0,0.6,0.6,,,,,,,,,,,,0,-11
11872,1998-07-04,1998,15,Melbourne Cricket Ground,Essendon Bombers,Port Adelaide Power,W,27,Essendon Bombers,0.4,7.0,108.0,8.0,24.0,0.4,0.5,,,,,,,,,,,,1,27
11873,1998-07-19,1998,16,Melbourne Cricket Ground,Essendon Bombers,richmond tigers,W,19,Essendon Bombers,0.4,11.2,111.0,15.0,28.0,1.0,0.6,,,,,,,,,,,,1,19
11875,1998-08-02,1998,18,Melbourne Cricket Ground,Essendon Bombers,Carlton Blues,W,6,Essendon Bombers,0.6,4.0,94.6,7.0,36.0,0.4,0.6,,,,,,,,,,,,1,6
11877,1998-08-15,1998,20,Melbourne Cricket Ground,Essendon Bombers,Collingwood Magpies,W,10,Essendon Bombers,1.0,17.6,99.0,7.0,44.0,0.2,0.6,,,,,,,,,,,,1,10
11878,1998-08-21,1998,21,Melbourne Cricket Ground,Essendon Bombers,Western Bulldogs,L,-11,Essendon Bombers,1.0,14.2,99.2,6.0,48.0,0.4,0.7,,,,,,,,,,,,0,-11
11879,1998-08-29,1998,22,Melbourne Cricket Ground,Essendon Bombers,Geelong Cats,L,-10,Essendon Bombers,0.8,8.2,98.4,8.0,48.0,0.4,0.7,,,,,,,,,,,,0,-10
11881,1999-03-25,1999,1,Melbourne Cricket Ground,Essendon Bombers,Carlton Blues,W,39,Essendon Bombers,0.4,0.0,99.0,21.0,0.0,0.6,0.5,,,,,,,,,,,,1,39
11883,1999-04-10,1999,3,Melbourne Cricket Ground,Essendon Bombers,Sydney Swans,W,81,Essendon Bombers,0.4,6.2,103.6,9.0,8.0,0.5,0.6,,,,,,,,,,,,1,81
11885,1999-04-25,1999,5,Melbourne Cricket Ground,Essendon Bombers,Collingwood Magpies,W,8,Essendon Bombers,0.6,11.8,96.6,7.0,12.0,0.4,0.7,,,,,,,,,,,,1,8
11888,1999-05-14,1999,8,Melbourne Cricket Ground,Essendon Bombers,St Kilda Saints,L,-43,Essendon Bombers,0.6,5.8,101.2,6.0,20.0,0.8,0.6,,,,,,,,,,,,0,-43
11891,1999-06-11,1999,11,Melbourne Cricket Ground,Essendon Bombers,Geelong Cats,W,33,Essendon Bombers,0.6,15.8,98.6,7.0,28.0,0.4,0.5,,,,,,,,,,,,1,33
11893,1999-06-25,1999,13,"Melbourne Cricket Ground
",Essendon Bombers,Western Bulldogs,W,4,Essendon Bombers,0.8,23.2,98.6,6.0,36.0,0.4,0.4,,,,,,,,,,,,1,4
11894,1999-07-04,1999,14,Melbourne Cricket Ground,Essendon Bombers,Fremantle Dockers,W,36,Essendon Bombers,1.0,32.6,104.4,9.0,40.0,0.6,0.6,,,,,,,,,,,,1,36
11896,1999-07-18,1999,16,Melbourne Cricket Ground,Essendon Bombers,Carlton Blues,W,76,Essendon Bombers,0.8,10.8,95.2,7.0,44.0,0.8,0.7,,,,,,,,,,,,1,76
11897,1999-07-24,1999,17,Melbourne Cricket Ground,Essendon Bombers,north melbourne kangaroos,W,26,Essendon Bombers,0.8,19.4,97.0,6.0,48.0,0.6,0.8,,,,,,,,,,,,1,26
11899,1999-08-06,1999,19,Melbourne Cricket Ground,Essendon Bombers,West Coast Eagles,W,60,Essendon Bombers,0.8,23.0,113.4,6.0,56.0,0.4,0.8,,,,,,,,,,,,1,60
11901,1999-08-20,1999,21,Melbourne Cricket Ground,Essendon Bombers,richmond tigers,W,58,Essendon Bombers,1.0,39.6,127.4,7.0,64.0,1.0,0.8,,,,,,,,,,,,1,58
11902,1999-08-28,1999,22,Melbourne Cricket Ground,Essendon Bombers,Melbourne Demons,W,17,Essendon Bombers,1.0,36.0,127.6,8.0,68.0,1.0,0.8,,,,,,,,,,,,1,17
11903,1999-09-05,1999,QF,Melbourne Cricket Ground,Essendon Bombers,Sydney Swans,W,69,Essendon Bombers,1.0,34.2,119.2,8.0,72.0,0.7,0.8,,,,,,,,,,,,1,69
11905,1983-03-26,1983,1,Junction Oval,Fitzroy Lions,hawthorn hawks,L,-19,Fitzroy Lions,,,,21.0,0.0,0.5,0.5,,,,,,,,,,,,0,-19
11907,1983-04-09,1983,3,Junction Oval,Fitzroy Lions,Essendon Bombers,W,41,Fitzroy Lions,,,,5.0,4.0,0.5,0.5,,,,,,,,,,,,1,41
11908,1983-04-16,1983,4,Junction Oval,Fitzroy Lions,sydney swans,W,73,Fitzroy Lions,0.6666666666666666,22.333333333333332,99.0,7.0,8.0,0.5,0.5,,,,,,,,,,,,1,73
11911,1983-05-07,1983,7,Junction Oval,Fitzroy Lions,geelong cats,W,9,Fitzroy Lions,1.0,52.0,115.6,7.0,20.0,0.5,0.6666666666666666,,,,,,,,,,,,1,9
11913,1983-05-21,1983,9,Waverley Park,Fitzroy Lions,Western Bulldogs,L,-46,Fitzroy Lions,1.0,44.4,119.0,7.0,28.0,0.5,0.5,,,,,,,,,,,,0,-46
11915,1983-06-04,1983,11,Junction Oval,Fitzroy Lions,Richmond Tigers,W,22,Fitzroy Lions,0.8,11.8,107.4,7.0,32.0,0.5,0.75,,,,,,,,,,,,1,22
11917,1983-06-18,1983,13,Junction Oval,Fitzroy Lions,north melbourne kangaroos,W,150,Fitzroy Lions,0.6,-0.4,117.6,7.0,36.0,0.5,0.8,,,,,,,,,,,,1,150
11920,1983-07-09,1983,16,Waverley Park,Fitzroy Lions,Carlton Blues,L,-35,Fitzroy Lions,0.6,23.2,134.4,6.0,44.0,0.5,0.5,,,,,,,,,,,,0,-35
11921,1983-07-23,1983,17,Junction Oval,Fitzroy Lions,St Kilda Saints,L,-11,Fitzroy Lions,0.4,11.8,125.0,14.0,44.0,0.5,0.8333333333333334,,,,,,,,,,,,0,-11
11923,1983-08-06,1983,19,"Junction Oval
",Fitzroy Lions,Melbourne Demons,W,86,Fitzroy Lions,0.4,-1.4,104.0,7.0,48.0,0.5,0.5,,,,,,,,,,,,1,86
11925,1983-08-20,1983,21,Junction Oval,Fitzroy Lions,Collingwood Magpies,W,64,Fitzroy Lions,0.4,15.2,119.6,7.0,52.0,0.5,0.7142857142857143,,,,,,,,,,,,1,64
11930,1984-04-07,1984,2,Junction Oval,Fitzroy Lions,Carlton Blues,L,-10,Fitzroy Lions,0.4,4.4,112.4,7.0,0.0,0.5,0.75,,,,,,,,,,,,0,-10
11931,1984-04-14,1984,3,Waverley Park,Fitzroy Lions,Richmond Tigers,L,-46,Fitzroy Lions,0.2,-10.4,109.2,7.0,0.0,0.5,0.3333333333333333,,,,,,,,,,,,0,-46
11932,1984-04-23,1984,4,Junction Oval,Fitzroy Lions,Western Bulldogs,W,70,Fitzroy Lions,0.0,-26.4,104.8,9.0,0.0,0.5,0.6666666666666666,,,,,,,,,,,,1,70
11934,1984-05-05,1984,6,Junction Oval,Fitzroy Lions,Essendon Bombers,L,-51,Fitzroy Lions,0.2,-10.0,111.8,6.0,4.0,0.6666666666666666,0.7,,,,,,,,,,,,0,-51
11936,1984-05-19,1984,8,Junction Oval,Fitzroy Lions,Melbourne Demons,L,-11,Fitzroy Lions,0.2,-14.6,109.2,7.0,4.0,0.5,0.7,,,,,,,,,,,,0,-11
11939,1984-06-11,1984,11,Junction Oval,Fitzroy Lions,North Melbourne Kangaroos,W,14,Fitzroy Lions,0.2,-11.2,101.4,9.0,8.0,0.5,0.6,,,,,,,,,,,,1,14
11943,1984-07-07,1984,15,Junction Oval,Fitzroy Lions,Sydney Swans,L,-28,Fitzroy Lions,0.8,17.2,112.0,7.0,20.0,0.5,0.6,,,,,,,,,,,,0,-28
11945,1984-07-28,1984,17,Junction Oval,Fitzroy Lions,Hawthorn Hawks,W,10,Fitzroy Lions,0.4,-16.2,76.2,14.0,20.0,0.0,0.5,,,,,,,,,,,,1,10
11947,1984-08-11,1984,19,Waverley Park,Fitzroy Lions,Collingwood Magpies,W,42,Fitzroy Lions,0.4,-12.2,88.0,7.0,28.0,0.6666666666666666,0.5,,,,,,,,,,,,1,42
11948,1984-08-18,1984,20,Junction Oval,Fitzroy Lions,Geelong Cats,W,38,Fitzroy Lions,0.6,-1.0,93.2,7.0,32.0,0.5,0.5,,,,,,,,,,,,1,38
11950,1984-09-01,1984,22,Junction Oval,Fitzroy Lions,St Kilda Saints,W,57,Fitzroy Lions,1.0,35.2,125.6,7.0,40.0,0.6666666666666666,0.5,,,,,,,,,,,,1,57
11953,1985-04-08,1985,2,Victoria Park,Fitzroy Lions,Essendon Bombers,L,-103,Fitzroy Lions,0.6,15.4,133.8,9.0,0.0,0.4,0.5,,,,,,,,,,,,0,-103
11955,1985-04-20,1985,4,Victoria Park,Fitzroy Lions,Richmond Tigers,L,-17,Fitzroy Lions,0.4,-13.4,121.4,6.0,4.0,0.75,0.3333333333333333,,,,,,,,,,,,0,-17
11957,1985-05-04,1985,6,Victoria Park,Fitzroy Lions,Hawthorn Hawks,L,-28,Fitzroy Lions,0.2,-19.8,108.8,9.0,4.0,0.25,0.25,,,,,,,,,,,,0,-28
11960,1985-05-25,1985,9,Waverley Park,Fitzroy Lions,Carlton Blues,L,-1,Fitzroy Lions,0.4,8.8,111.4,7.0,12.0,0.5,0.5,,,,,,,,,,,,0,-1
11961,1985-06-01,1985,10,Victoria Park,Fitzroy Lions,North Melbourne Kangaroos,L,-11,Fitzroy Lions,0.4,12.0,118.8,7.0,12.0,0.5,0.3333333333333333,,,,,,,,,,,,0,-11
11963,1985-06-15,1985,12,"Waverley Park
",Fitzroy Lions,Melbourne Demons,W,34,Fitzroy Lions,0.6,22.4,125.6,5.0,16.0,0.6,0.5,,,,,,,,,,,,1,34
11965,1985-06-29,1985,14,Victoria Park,Fitzroy Lions,Sydney Swans,W,15,Fitzroy Lions,0.4,5.2,115.0,7.0,20.0,0.25,0.2857142857142857,,,,,,,,,,,,1,15
11967,1985-07-13,1985,16,Victoria Park,Fitzroy Lions,St Kilda Saints,L,-9,Fitzroy Lions,0.6,5.8,109.6,7.0,24.0,0.6,0.375,,,,,,,,,,,,0,-9
11969,1985-08-03,1985,18,Victoria Park,Fitzroy Lions,Collingwood Magpies,W,11,Fitzroy Lions,0.2,-23.4,99.4,7.0,24.0,0.6,0.3333333333333333,,,,,,,,,,,,1,11
11970,1985-08-10,1985,19,Victoria Park,Fitzroy Lions,Western Bulldogs,L,-5,Fitzroy Lions,0.4,-15.8,97.8,7.0,28.0,0.5,0.4,,,,,,,,,,,,0,-5
11973,1985-08-31,1985,22,Victoria Park,Fitzroy Lions,Geelong Cats,L,-23,Fitzroy Lions,0.2,-20.4,82.8,7.0,28.0,0.75,0.3,,,,,,,,,,,,0,-23
11975,1986-04-05,1986,2,Waverley Park,Fitzroy Lions,Western Bulldogs,W,10,Fitzroy Lions,0.2,-7.2,91.2,7.0,4.0,0.4,0.4,,,,,,,,,,,,1,10
11976,1986-04-12,1986,3,Victoria Park,Fitzroy Lions,Melbourne Demons,W,16,Fitzroy Lions,0.4,-4.2,92.6,7.0,8.0,0.6,0.3,,,,,,,,,,,,1,16
11978,1986-04-26,1986,5,Victoria Park,Fitzroy Lions,Hawthorn Hawks,W,14,Fitzroy Lions,0.6,-10.0,93.4,7.0,12.0,0.2,0.4,,,,,,,,,,,,1,14
11979,1986-05-03,1986,6,Princes Park,Fitzroy Lions,Richmond Tigers,L,-1,Fitzroy Lions,0.8,-2.6,94.8,7.0,16.0,0.4,0.2,,,,,,,,,,,,0,-1
11981,1986-05-17,1986,8,Victoria Park,Fitzroy Lions,North Melbourne Kangaroos,L,-23,Fitzroy Lions,0.6,-7.8,98.2,7.0,20.0,0.5,0.5,,,,,,,,,,,,0,-23
11982,1986-05-24,1986,9,Victoria Park,Fitzroy Lions,Essendon Bombers,W,45,Fitzroy Lions,0.4,-15.6,96.8,7.0,20.0,0.0,0.5,,,,,,,,,,,,1,45
11985,1986-06-14,1986,12,Victoria Park,Fitzroy Lions,Geelong Cats,W,68,Fitzroy Lions,0.4,-6.8,95.6,7.0,24.0,0.6,0.5,,,,,,,,,,,,1,68
11988,1986-07-05,1986,15,Waverley Park,Fitzroy Lions,Carlton Blues,W,6,Fitzroy Lions,0.2,-26.6,90.0,7.0,28.0,0.2,0.5,,,,,,,,,,,,1,6
11989,1986-07-19,1986,16,Waverley Park,Fitzroy Lions,Collingwood Magpies,L,-47,Fitzroy Lions,0.4,-20.4,81.6,14.0,32.0,0.6,0.5,,,,,,,,,,,,0,-47
11992,1986-08-09,1986,19,Victoria Park,Fitzroy Lions,St Kilda Saints,W,85,Fitzroy Lions,0.6,-5.0,81.0,7.0,40.0,0.6,0.5,,,,,,,,,,,,1,85
11995,1986-08-30,1986,22,Victoria Park,Fitzroy Lions,Sydney Swans,W,10,Fitzroy Lions,0.8,29.6,101.4,7.0,48.0,0.4,0.6,,,,,,,,,,,,1,10
11996,1986-09-06,1986,EF,Waverley Park,Fitzroy Lions,Essendon Bombers,W,1,Fitzroy Lions,0.8,21.4,96.8,7.0,52.0,0.4,0.4,,,,,,,,,,,,1,1
11997,1986-09-14,1986,SF,Melbourne Cricket Ground,Fitzroy Lions,sydney swans,W,5,Fitzroy Lions,0.8,19.8,89.6,8.0,56.0,0.5,0.4,,,,,,,,,,,,1,5
12000,1987-04-04,1987,2,Princes Park,Fitzroy Lions,St Kilda Saints,W,44,Fitzroy Lions,0.6,-15.8,73.6,7.0,0.0,0.6,0.2857142857142857,,,,,,,,,,,,1,44
12001,1987-04-10,1987,3,Waverley Park,Fitzroy Lions,North Melbourne Kangaroos,W,74,Fitzroy Lions,0.6,-9.0,90.8,6.0,4.0,0.4,0.3,,,,,,,,,,,,1,74
