id,match_date,year,round,venue,home_team,away_team,result,home_margin,home_team_name,home_feat_form_5,home_feat_rolling_margin_5,home_feat_rolling_score_5,home_feat_rest_days,home_feat_ladder_pts,home_feat_h2h_win_5,home_feat_venue_win_10,away_feat_form_5,away_feat_rolling_margin_5,away_feat_rolling_score_5,away_feat_rest_days,away_feat_ladder_pts,away_feat_h2h_win_5,away_feat_venue_win_10,feat_diff_form_5,feat_diff_margin_5,feat_diff_rest,feat_diff_ladder,target_win,target_margin
12004,1987-05-03,1987,6,Melbourne Cricket Ground,Fitzroy Lions,Hawthorn Hawks,L,-9,Fitzroy Lions,0.6,3.8,123.0,8.0,12.0,0.4,0.5,,,,,,,,,,,,0,-9
12005,1987-05-09,1987,7,Princes Park,Fitzroy Lions,Essendon Bombers,W,25,Fitzroy Lions,0.6,9.8,126.0,6.0,12.0,0.6,0.375,,,,,,,,,,,,1,25
12009,1987-06-08,1987,11,Princes Park,Fitzroy Lions,Richmond Tigers,L,-26,Fitzroy Lions,0.4,-2.0,99.0,9.0,20.0,0.2,0.4,,,,,,,,,,,,0,-26
12012,1987-06-27,1987,14,Princes Park,Fitzroy Lions,Melbourne Demons,W,48,Fitzroy Lions,0.0,-35.8,72.2,8.0,20.0,0.4,0.3,,,,,,,,,,,,1,48
12015,1987-07-25,1987,17,Princes Park,Fitzroy Lions,brisbane bears,W,25,Fitzroy Lions,0.2,-23.4,85.4,14.0,24.0,0.5,0.4,,,,,,,,,,,,1,25
12016,1987-08-01,1987,18,Princes Park,Fitzroy Lions,Geelong Cats,W,42,Fitzroy Lions,0.4,-13.2,95.6,7.0,28.0,0.6,0.5,,,,,,,,,,,,1,42
12019,1987-08-22,1987,21,Princes Park,Fitzroy Lions,carlton blues,L,-40,Fitzroy Lions,0.4,-13.4,114.8,7.0,32.0,0.5,0.6,,,,,,,,,,,,0,-40
12020,1987-08-29,1987,22,"Princes Park
",Fitzroy Lions,Sydney Swans,L,-8,Fitzroy Lions,0.4,-14.8,107.0,7.0,32.0,0.6,0.5,,,,,,,,,,,,0,-8
12021,1988-04-04,1988,1,Princes Park,Fitzroy Lions,St Kilda Saints,W,22,Fitzroy Lions,0.2,-21.4,107.4,21.0,0.0,0.6,0.6,,,,,,,,,,,,1,22
12025,1988-04-30,1988,5,Princes Park,Fitzroy Lions,Richmond Tigers,L,-62,Fitzroy Lions,0.2,-16.6,101.2,7.0,4.0,0.2,0.6,,,,,,,,,,,,0,-62
12027,1988-05-14,1988,7,Princes Park,Fitzroy Lions,Sydney Swans,W,39,Fitzroy Lions,0.0,-32.2,87.0,6.0,4.0,0.6,0.5,,,,,,,,,,,,1,39
12028,1988-05-21,1988,8,Princes Park,Fitzroy Lions,Melbourne Demons,L,-26,Fitzroy Lions,0.2,-18.0,94.2,7.0,8.0,0.6,0.5,,,,,,,,,,,,0,-26
12030,1988-06-04,1988,10,Princes Park,Fitzroy Lions,North Melbourne Kangaroos,W,33,Fitzroy Lions,0.2,-16.8,99.4,7.0,8.0,0.2,0.5,,,,,,,,,,,,1,33
12032,1988-06-18,1988,12,Waverley Park,Fitzroy Lions,Essendon Bombers,W,18,Fitzroy Lions,0.4,-6.0,110.6,7.0,12.0,0.8,0.4,,,,,,,,,,,,1,18
12034,1988-07-02,1988,14,Waverley Park,Fitzroy Lions,North Melbourne Kangaroos,L,-39,Fitzroy Lions,0.4,-11.8,99.2,6.0,16.0,0.4,0.5,,,,,,,,,,,,0,-39
12035,1988-07-09,1988,15,Princes Park,Fitzroy Lions,Collingwood Magpies,W,90,Fitzroy Lions,0.4,-13.0,93.4,7.0,16.0,0.2,0.5,,,,,,,,,,,,1,90
12037,1988-07-22,1988,17,Melbourne Cricket Ground,Fitzroy Lions,West Coast Eagles,W,70,Fitzroy Lions,0.4,-1.8,83.4,6.0,20.0,0.5,0.3,,,,,,,,,,,,1,70
12038,1988-07-30,1988,18,Princes Park,Fitzroy Lions,Carlton Blues,L,-76,Fitzroy Lions,0.4,8.6,100.0,8.0,24.0,0.2,0.5,,,,,,,,,,,,0,-76
12041,1988-08-20,1988,21,Princes Park,Fitzroy Lions,Western Bulldogs,W,14,Fitzroy Lions,0.2,-37.4,93.6,6.0,24.0,0.2,0.4,,,,,,,,,,,,1,14
12044,1989-04-08,1989,2,Princes Park,Fitzroy Lions,Collingwood Magpies,W,25,Fitzroy Lions,0.2,-46.2,98.6,7.0,0.0,0.2,0.4,,,,,,,,,,,,1,25
12046,1989-04-22,1989,4,Princes Park,Fitzroy Lions,Sydney Swans,L,-74,Fitzroy Lions,0.6,-11.8,111.2,7.0,8.0,0.4,0.5,,,,,,,,,,,,0,-74
12047,1989-04-29,1989,5,Princes Park,Fitzroy Lions,geelong cats,W,1,Fitzroy Lions,0.4,-29.4,101.6,7.0,8.0,0.5,0.5,,,,,,,,,,,,1,1
12053,1989-06-10,1989,11,Princes Park,Fitzroy Lions,North Melbourne Kangaroos,L,-35,Fitzroy Lions,0.2,-32.8,85.4,7.0,16.0,0.4,0.5,,,,,,,,,,,,0,-35
12055,1989-06-24,1989,13,Waverley Park,Fitzroy Lions,Richmond Tigers,W,28,Fitzroy Lions,0.2,-22.4,79.2,6.0,20.0,0.0,0.5,,,,,,,,,,,,1,28
12057,1989-07-15,1989,15,Princes Park,Fitzroy Lions,st kilda saints,W,6,Fitzroy Lions,0.4,-14.0,72.8,7.0,24.0,0.5,0.4,,,,,,,,,,,,1,6
12060,1989-08-05,1989,18,Princes Park,Fitzroy Lions,melbourne demons,W,48,Fitzroy Lions,0.8,24.6,95.0,8.0,36.0,0.5,0.5,,,,,,,,,,,,1,48
12061,1989-08-12,1989,19,"Princes Park
",Fitzroy Lions,West Coast Eagles,W,32,Fitzroy Lions,0.8,28.6,106.2,7.0,40.0,0.6666666666666666,0.5,,,,,,,,,,,,1,32
12062,1989-08-19,1989,20,Waverley Park,Fitzroy Lions,Collingwood Magpies,L,-33,Fitzroy Lions,1.0,39.8,109.0,7.0,44.0,0.4,0.5,,,,,,,,,,,,0,-33
12063,1989-08-26,1989,21,Waverley Park,Fitzroy Lions,brisbane bears,L,-13,Fitzroy Lions,0.8,32.0,104.8,7.0,44.0,0.5,0.5,,,,,,,,,,,,0,-13
12064,1989-09-02,1989,22,Princes Park,Fitzroy Lions,western bulldogs,W,15,Fitzroy Lions,0.6,21.2,97.0,7.0,44.0,0.5,0.5,,,,,,,,,,,,1,15
12066,1990-04-07,1990,2,Princes Park,Fitzroy Lions,Brisbane Bears,W,39,Fitzroy Lions,0.4,-16.0,73.4,7.0,0.0,0.6666666666666666,0.6,,,,,,,,,,,,1,39
12068,1990-04-21,1990,4,Waverley Park,Fitzroy Lions,Melbourne Demons,L,-25,Fitzroy Lions,0.4,-22.6,79.8,5.0,4.0,0.2,0.5,,,,,,,,,,,,0,-25
12071,1990-05-12,1990,7,Princes Park,Fitzroy Lions,St Kilda Saints,W,18,Fitzroy Lions,0.2,-34.0,70.6,7.0,4.0,0.8,0.7,,,,,,,,,,,,1,18
12072,1990-05-19,1990,8,Princes Park,Fitzroy Lions,Collingwood Magpies,L,-45,Fitzroy Lions,0.2,-38.2,75.2,7.0,8.0,0.4,0.7,,,,,,,,,,,,0,-45
12074,1990-06-02,1990,10,Princes Park,Fitzroy Lions,Hawthorn Hawks,W,14,Fitzroy Lions,0.2,-35.8,78.4,7.0,8.0,0.0,0.6,,,,,,,,,,,,1,14
12075,1990-06-11,1990,11,Princes Park,Fitzroy Lions,North Melbourne Kangaroos,L,-22,Fitzroy Lions,0.4,-17.2,86.2,9.0,12.0,0.4,0.6,,,,,,,,,,,,0,-22
12078,1990-07-07,1990,14,Princes Park,Fitzroy Lions,Essendon Bombers,L,-83,Fitzroy Lions,0.4,-8.2,94.0,6.0,16.0,0.6,0.6,,,,,,,,,,,,0,-83
12080,1990-07-21,1990,16,Waverley Park,Fitzroy Lions,Geelong Cats,W,27,Fitzroy Lions,0.2,-29.2,81.6,6.0,16.0,0.2,0.4,,,,,,,,,,,,1,27
12082,1990-08-04,1990,18,Princes Park,Fitzroy Lions,Richmond Tigers,W,38,Fitzroy Lions,0.2,-32.2,82.4,7.0,20.0,0.4,0.6,,,,,,,,,,,,1,38
12083,1990-08-11,1990,19,Princes Park,Fitzroy Lions,western bulldogs,L,-35,Fitzroy Lions,0.4,-17.2,86.8,7.0,24.0,0.5,0.6,,,,,,,,,,,,0,-35
12086,1990-09-01,1990,22,Princes Park,Fitzroy Lions,Carlton Blues,W,12,Fitzroy Lions,0.2,-20.6,87.8,7.0,24.0,0.2,0.5,,,,,,,,,,,,1,12
12087,1991-03-30,1991,2,Princes Park,Fitzroy Lions,Melbourne Demons,L,-131,Fitzroy Lions,0.4,-14.4,94.8,21.0,0.0,0.2,0.5,,,,,,,,,,,,0,-131
12089,1991-04-13,1991,4,Princes Park,Fitzroy Lions,Western Bulldogs,L,-16,Fitzroy Lions,0.2,-53.0,76.0,7.0,0.0,0.2,0.4,,,,,,,,,,,,0,-16
12090,1991-04-20,1991,5,Princes Park,Fitzroy Lions,richmond tigers,L,-24,Fitzroy Lions,0.2,-56.0,70.8,7.0,0.0,0.5,0.3,,,,,,,,,,,,0,-24
12091,1991-04-28,1991,6,Moorabbin Oval,Fitzroy Lions,Hawthorn Hawks,L,-157,Fitzroy Lions,0.2,-43.6,82.2,8.0,0.0,0.2,0.5,,,,,,,,,,,,0,-157
12093,1991-05-11,1991,8,Princes Park,Fitzroy Lions,Sydney Swans,L,-77,Fitzroy Lions,0.0,-60.0,81.6,8.0,0.0,0.4,0.3,,,,,,,,,,,,0,-77
12095,1991-05-25,1991,10,Princes Park,Fitzroy Lions,geelong cats,W,21,Fitzroy Lions,0.0,-80.2,71.2,6.0,0.0,0.5,0.3,,,,,,,,,,,,1,21
12097,1991-06-16,1991,13,Moorabbin Oval,Fitzroy Lions,St Kilda Saints,L,-13,Fitzroy Lions,0.2,-40.4,73.4,7.0,4.0,0.6,0.6666666666666666,,,,,,,,,,,,0,-13
12099,1991-06-29,1991,15,Princes Park,Fitzroy Lions,Carlton Blues,L,-19,Fitzroy Lions,0.2,-26.6,76.2,7.0,4.0,0.2,0.3,,,,,,,,,,,,0,-19
12102,1991-07-20,1991,18,Princes Park,Fitzroy Lions,Collingwood Magpies,L,-13,Fitzroy Lions,0.0,-34.6,76.4,7.0,4.0,0.2,0.3,,,,,,,,,,,,0,-13
12106,1991-08-17,1991,22,Princes Park,Fitzroy Lions,North Melbourne Kangaroos,W,1,Fitzroy Lions,0.2,-34.8,88.4,7.0,8.0,0.2,0.2,,,,,,,,,,,,1,1
12108,1991-08-31,1991,24,Princes Park,Fitzroy Lions,West Coast Eagles,W,10,Fitzroy Lions,0.4,-33.8,103.6,8.0,12.0,0.6,0.3,,,,,,,,,,,,1,10
12111,1992-04-11,1992,4,Princes Park,Fitzroy Lions,Adelaide Crows,W,33,Fitzroy Lions,0.6,-1.4,109.8,6.0,4.0,0.5,0.3,,,,,,,,,,,,1,33
12112,1992-04-20,1992,5,Princes Park,Fitzroy Lions,St Kilda Saints,L,-20,Fitzroy Lions,0.6,5.0,106.2,9.0,8.0,0.6,0.4,,,,,,,,,,,,0,-20
12114,1992-05-03,1992,7,Moorabbin Oval,Fitzroy Lions,West Coast Eagles,W,20,Fitzroy Lions,0.4,-11.4,104.6,7.0,8.0,0.6,0.5,,,,,,,,,,,,1,20
12117,1992-05-30,1992,11,Princes Park,Fitzroy Lions,collingwood magpies,W,3,Fitzroy Lions,0.6,0.0,110.6,15.0,20.0,0.5,0.4,,,,,,,,,,,,1,3
12118,1992-06-06,1992,12,Princes Park,Fitzroy Lions,Western Bulldogs,L,-62,Fitzroy Lions,0.8,4.6,107.4,7.0,24.0,0.2,0.5,,,,,,,,,,,,0,-62
12120,1992-06-20,1992,14,Princes Park,Fitzroy Lions,Carlton Blues,W,19,Fitzroy Lions,0.6,-3.4,106.2,7.0,24.0,0.2,0.5,,,,,,,,,,,,1,19
12123,1992-07-12,1992,17,Moorabbin Oval,Fitzroy Lions,Essendon Bombers,L,-3,Fitzroy Lions,0.4,-13.6,105.8,7.0,32.0,0.2,0.6,,,,,,,,,,,,0,-3
12124,1992-07-18,1992,18,Princes Park,Fitzroy Lions,Brisbane Bears,L,-41,Fitzroy Lions,0.4,-1.8,104.4,6.0,32.0,0.4,0.5,,,,,,,,,,,,0,-41
12127,1992-08-08,1992,21,Princes Park,Fitzroy Lions,Geelong Cats,L,-52,Fitzroy Lions,0.2,-18.8,83.4,7.0,32.0,0.2,0.5,,,,,,,,,,,,0,-52
12129,1992-08-22,1992,23,Princes Park,Fitzroy Lions,Richmond Tigers,W,35,Fitzroy Lions,0.0,-45.2,69.6,8.0,32.0,1.0,0.5,,,,,,,,,,,,1,35
12130,1992-08-29,1992,24,Princes Park,Fitzroy Lions,North Melbourne Kangaroos,L,-34,Fitzroy Lions,0.2,-30.0,81.6,7.0,36.0,0.6,0.6,,,,,,,,,,,,0,-34
12132,1993-04-10,1993,3,Princes Park,Fitzroy Lions,Western Bulldogs,L,-3,Fitzroy Lions,0.4,-15.0,98.2,14.0,4.0,0.0,0.5,,,,,,,,,,,,0,-3
12134,1993-04-24,1993,5,Princes Park,Fitzroy Lions,Sydney Swans,W,93,Fitzroy Lions,0.4,0.6,109.4,8.0,4.0,0.4,0.4,,,,,,,,,,,,1,93
12136,1993-05-08,1993,7,Princes Park,Fitzroy Lions,Melbourne Demons,W,1,Fitzroy Lions,0.4,13.6,113.6,6.0,8.0,0.0,0.5,,,,,,,,,,,,1,1
12138,1993-05-22,1993,9,Princes Park,Fitzroy Lions,Collingwood Magpies,W,19,Fitzroy Lions,0.6,16.8,101.4,8.0,16.0,0.0,0.5,,,,,,,,,,,,1,19
12140,1993-06-12,1993,11,Princes Park,Fitzroy Lions,Richmond Tigers,L,-26,Fitzroy Lions,0.6,1.4,91.0,15.0,20.0,1.0,0.6,,,,,,,,,,,,0,-26
12142,1993-06-26,1993,13,Waverley Park,Fitzroy Lions,St Kilda Saints,L,-33,Fitzroy Lions,0.4,0.0,91.0,6.0,20.0,0.2,0.4,,,,,,,,,,,,0,-33
12143,1993-07-03,1993,14,Princes Park,Fitzroy Lions,North Melbourne Kangaroos,W,1,Fitzroy Lions,0.2,-10.2,91.6,7.0,20.0,0.4,0.5,,,,,,,,,,,,1,1
12145,1993-07-17,1993,16,Princes Park,Fitzroy Lions,Carlton Blues,L,-86,Fitzroy Lions,0.2,-22.2,84.8,7.0,24.0,0.6,0.6,,,,,,,,,,,,0,-86
12147,1993-08-07,1993,19,Princes Park,Fitzroy Lions,Adelaide Crows,W,5,Fitzroy Lions,0.2,-45.2,88.2,7.0,24.0,0.25,0.6,,,,,,,,,,,,1,5
12149,1993-08-21,1993,21,Princes Park,Fitzroy Lions,Brisbane Bears,W,104,Fitzroy Lions,0.4,-34.8,91.2,8.0,32.0,0.0,0.6,,,,,,,,,,,,1,104
12152,1994-04-02,1994,2,Princes Park,Fitzroy Lions,Essendon Bombers,W,13,Fitzroy Lions,0.8,27.2,112.2,7.0,0.0,0.2,0.7,,,,,,,,,,,,1,13
12153,1994-04-09,1994,3,Western Oval,Fitzroy Lions,Brisbane Bears,W,33,Fitzroy Lions,0.8,28.8,114.8,7.0,4.0,0.2,0.1111111111111111,,,,,,,,,,,,1,33
12155,1994-04-23,1994,5,Western Oval,Fitzroy Lions,Sydney Swans,W,8,Fitzroy Lions,0.6,-3.6,95.4,7.0,8.0,0.6,0.2,,,,,,,,,,,,1,8
12157,1994-05-14,1994,8,Western Oval,Fitzroy Lions,North Melbourne Kangaroos,L,-29,Fitzroy Lions,0.6,-12.6,101.0,7.0,12.0,0.6,0.3,,,,,,,,,,,,0,-29
12163,1994-07-02,1994,15,Western Oval,Fitzroy Lions,Melbourne Demons,L,-46,Fitzroy Lions,0.2,-39.6,62.4,7.0,16.0,0.4,0.2,,,,,,,,,,,,0,-46
12164,1994-07-09,1994,16,Western Oval,Fitzroy Lions,Collingwood Magpies,L,-49,Fitzroy Lions,0.2,-46.2,63.0,7.0,16.0,0.2,0.2,,,,,,,,,,,,0,-49
12167,1994-07-31,1994,19,Western Oval,Fitzroy Lions,West Coast Eagles,L,-66,Fitzroy Lions,0.0,-54.0,66.4,7.0,16.0,0.6,0.2,,,,,,,,,,,,0,-66
12170,1994-08-20,1994,22,Western Oval,Fitzroy Lions,Richmond Tigers,L,-60,Fitzroy Lions,0.2,-30.0,65.2,7.0,20.0,0.6,0.2,,,,,,,,,,,,0,-60
12172,1994-09-03,1994,24,Western Oval,Fitzroy Lions,St Kilda Saints,L,-38,Fitzroy Lions,0.2,-45.0,64.4,8.0,20.0,0.0,0.2,,,,,,,,,,,,0,-38
12173,1995-04-01,1995,1,Western Oval,Fitzroy Lions,Essendon Bombers,L,-74,Fitzroy Lions,0.2,-39.4,79.6,21.0,0.0,0.4,0.2,,,,,,,,,,,,0,-74
12175,1995-04-15,1995,3,Western Oval,Fitzroy Lions,Fremantle Dockers,L,-43,Fitzroy Lions,0.0,-65.4,67.8,7.0,0.0,0.5,0.2,,,,,,,,,,,,0,-43
12179,1995-05-13,1995,7,Western Oval,Fitzroy Lions,North Melbourne Kangaroos,L,-30,Fitzroy Lions,0.2,-44.4,78.8,7.0,4.0,0.4,0.1,,,,,,,,,,,,0,-30
12186,1995-07-09,1995,14,Western Oval,Fitzroy Lions,Western Bulldogs,L,-67,Fitzroy Lions,0.0,-41.0,72.4,7.0,8.0,0.0,0.0,,,,,,,,,,,,0,-67
12187,1995-07-15,1995,15,Western Oval,Fitzroy Lions,Melbourne Demons,L,-81,Fitzroy Lions,0.0,-48.8,77.4,6.0,8.0,0.4,0.0,,,,,,,,,,,,0,-81
12191,1995-08-13,1995,19,Western Oval,Fitzroy Lions,sydney swans,L,-126,Fitzroy Lions,0.0,-73.6,67.2,7.0,8.0,1.0,0.0,,,,,,,,,,,,0,-126
12192,1995-08-19,1995,20,Western Oval,Fitzroy Lions,Geelong Cats,L,-41,Fitzroy Lions,0.0,-85.4,60.2,6.0,8.0,0.2,0.0,,,,,,,,,,,,0,-41
12195,1996-03-30,1996,1,Western Oval,Fitzroy Lions,Hawthorn Hawks,L,-21,Fitzroy Lions,0.0,-69.8,72.8,21.0,0.0,0.4,0.0,,,,,,,,,,,,0,-21
12196,1996-04-06,1996,2,Western Oval,Fitzroy Lions,Adelaide Crows,L,-32,Fitzroy Lions,0.0,-63.6,74.2,7.0,0.0,0.4,0.0,,,,,,,,,,,,0,-32
12200,1996-05-04,1996,6,Western Oval,Fitzroy Lions,Richmond Tigers,L,-92,Fitzroy Lions,0.0,-59.6,73.2,6.0,0.0,0.2,0.0,,,,,,,,,,,,0,-92
12202,1996-05-18,1996,8,Western Oval,Fitzroy Lions,Fremantle Dockers,W,31,Fitzroy Lions,0.0,-80.0,63.6,7.0,0.0,0.5,0.0,,,,,,,,,,,,1,31
12204,1996-06-08,1996,10,Western Oval,Fitzroy Lions,Sydney Swans,L,-70,Fitzroy Lions,0.2,-67.6,69.0,15.0,4.0,0.6,0.1,,,,,,,,,,,,0,-70
12205,1996-06-16,1996,11,Western Oval,Fitzroy Lions,Melbourne Demons,L,-63,Fitzroy Lions,0.2,-59.8,72.6,8.0,4.0,0.4,0.1,,,,,,,,,,,,0,-63
12207,1996-06-29,1996,13,Western Oval,Fitzroy Lions,Geelong Cats,L,-127,Fitzroy Lions,0.2,-47.6,75.6,7.0,4.0,0.0,0.1,,,,,,,,,,,,0,-127
12212,1996-08-04,1996,18,Western Oval,Fitzroy Lions,Western Bulldogs,L,-15,Fitzroy Lions,0.0,-80.0,59.4,7.0,4.0,0.0,0.1,,,,,,,,,,,,0,-15
12213,1996-08-10,1996,19,Western Oval,Fitzroy Lions,St Kilda Saints,L,-53,Fitzroy Lions,0.0,-57.6,60.6,6.0,4.0,0.2,0.1,,,,,,,,,,,,0,-53
12218,1995-04-07,1995,2,WACA,Fremantle Dockers,Essendon Bombers,L,-9,Fremantle Dockers,0.4,-8.4,82.4,6.0,0.0,0.2,0.3333333333333333,,,,,,,,,,,,0,-9
12220,1995-04-21,1995,4,WACA,Fremantle Dockers,Geelong Cats,W,19,Fremantle Dockers,0.4,8.6,95.8,6.0,4.0,0.6,0.25,,,,,,,,,,,,1,19
12222,1995-05-07,1995,6,WACA,Fremantle Dockers,Sydney Swans,W,58,Fremantle Dockers,0.4,9.2,95.6,8.0,8.0,0.2,0.4,,,,,,,,,,,,1,58
12225,1995-05-28,1995,9,Domain Stadium,Fremantle Dockers,Brisbane Bears,W,66,Fremantle Dockers,0.4,-9.6,102.4,8.0,12.0,0.5,0.3,,,,,,,,,,,,1,66
12227,1995-06-11,1995,11,Domain Stadium,Fremantle Dockers,North Melbourne Kangaroos,L,-71,Fremantle Dockers,0.6,14.4,114.6,8.0,20.0,0.8,0.4,,,,,,,,,,,,0,-71
12229,1995-07-02,1995,13,Domain Stadium,Fremantle Dockers,Carlton Blues,L,-57,Fremantle Dockers,0.4,1.4,100.0,8.0,20.0,0.4,0.3,,,,,,,,,,,,0,-57
12230,1995-07-09,1995,14,Domain Stadium,Fremantle Dockers,melbourne demons,L,-52,Fremantle Dockers,0.4,-2.4,91.2,7.0,20.0,0.8,0.2,,,,,,,,,,,,0,-52
12232,1995-07-23,1995,16,Domain Stadium,Fremantle Dockers,Richmond Tigers,L,-7,Fremantle Dockers,0.0,-49.0,65.8,8.0,20.0,0.6,0.2,,,,,,,,,,,,0,-7
12234,1995-08-06,1995,18,Domain Stadium,Fremantle Dockers,Fitzroy Lions,W,52,Fremantle Dockers,0.0,-41.6,65.4,8.0,20.0,0.5,0.2,,,,,,,,,,,,1,52
12236,1995-08-20,1995,20,Domain Stadium,Fremantle Dockers,Western Bulldogs,W,31,Fremantle Dockers,0.2,-14.0,85.4,8.0,24.0,0.6,0.3,,,,,,,,,,,,1,31
12238,1995-09-03,1995,22,Domain Stadium,Fremantle Dockers,West Coast Eagles,L,-53,Fremantle Dockers,0.6,5.8,109.2,7.0,32.0,0.8,0.4,,,,,,,,,,,,0,-53
12239,1996-03-31,1996,1,Domain Stadium,Fremantle Dockers,West Coast Eagles,L,-22,Fremantle Dockers,0.6,4.8,103.4,21.0,0.0,0.6,0.3,,,,,,,,,,,,0,-22
12241,1996-04-14,1996,3,Domain Stadium,Fremantle Dockers,Carlton Blues,W,53,Fremantle Dockers,0.6,0.4,92.6,7.0,4.0,0.4,0.3,,,,,,,,,,,,1,53
12243,1996-04-26,1996,5,WACA,Fremantle Dockers,Melbourne Demons,W,37,Fremantle Dockers,0.4,-6.0,73.2,6.0,8.0,0.6,0.5,,,,,,,,,,,,1,37
12244,1996-05-05,1996,6,Domain Stadium,Fremantle Dockers,Brisbane Bears,L,-25,Fremantle Dockers,0.6,12.0,80.8,9.0,12.0,0.5,0.4,,,,,,,,,,,,0,-25
12247,1996-05-26,1996,9,Domain Stadium,Fremantle Dockers,richmond tigers,W,54,Fremantle Dockers,0.2,-30.4,70.8,8.0,12.0,0.5,0.3,,,,,,,,,,,,1,54
12248,1996-06-09,1996,10,Domain Stadium,Fremantle Dockers,Hawthorn Hawks,L,-57,Fremantle Dockers,0.4,-12.2,82.6,14.0,16.0,0.6,0.4,,,,,,,,,,,,0,-57
12251,1996-06-29,1996,13,WACA,Fremantle Dockers,North Melbourne Kangaroos,L,-16,Fremantle Dockers,0.2,-10.8,86.2,7.0,16.0,0.6,0.5714285714285714,,,,,,,,,,,,0,-16
12252,1996-07-07,1996,14,Domain Stadium,Fremantle Dockers,st kilda saints,L,-23,Fremantle Dockers,0.2,-7.8,82.6,8.0,16.0,0.2,0.4,,,,,,,,,,,,0,-23
12255,1996-07-28,1996,17,Domain Stadium,Fremantle Dockers,Sydney Swans,W,26,Fremantle Dockers,0.0,-22.0,75.0,7.0,16.0,0.6,0.4,,,,,,,,,,,,1,26
12257,1996-08-09,1996,19,WACA,Fremantle Dockers,Collingwood Magpies,W,24,Fremantle Dockers,0.2,-22.0,82.4,6.0,20.0,0.5,0.5,,,,,,,,,,,,1,24
12260,1996-09-01,1996,22,Domain Stadium,Fremantle Dockers,Fitzroy Lions,W,86,Fremantle Dockers,0.4,-6.6,87.0,8.0,24.0,0.5,0.4,,,,,,,,,,,,1,86
12262,1997-04-06,1997,2,Domain Stadium,Fremantle Dockers,Hawthorn Hawks,W,14,Fremantle Dockers,0.6,18.4,96.8,8.0,4.0,0.4,0.4,,,,,,,,,,,,1,14
12265,1997-04-25,1997,5,Domain Stadium,Fremantle Dockers,st kilda saints,W,6,Fremantle Dockers,0.6,11.8,92.4,6.0,8.0,0.2,0.5,,,,,,,,,,,,1,6
12267,1997-05-10,1997,7,WACA,Fremantle Dockers,Melbourne Demons,W,55,Fremantle Dockers,0.4,-15.8,75.0,7.0,12.0,0.6,0.5555555555555556,,,,,,,,,,,,1,55
12268,1997-05-18,1997,8,Domain Stadium,Fremantle Dockers,Brisbane Lions,W,5,Fremantle Dockers,0.4,-7.6,82.4,8.0,16.0,0.4,0.5,,,,,,,,,,,,1,5
12270,1997-06-02,1997,10,Domain Stadium,Fremantle Dockers,Adelaide Crows,L,-33,Fremantle Dockers,0.6,-1.0,92.0,9.0,20.0,0.4,0.6,,,,,,,,,,,,0,-33
12272,1997-06-15,1997,12,Domain Stadium,Fremantle Dockers,Essendon Bombers,W,97,Fremantle Dockers,0.4,-3.2,92.2,6.0,20.0,0.2,0.5,,,,,,,,,,,,1,97
12274,1997-07-05,1997,14,WACA,Fremantle Dockers,Sydney Swans,W,15,Fremantle Dockers,0.2,1.2,90.0,7.0,24.0,0.6,0.6,,,,,,,,,,,,1,15
12276,1997-07-20,1997,16,Domain Stadium,Fremantle Dockers,Western Bulldogs,W,6,Fremantle Dockers,0.4,-5.8,79.6,8.0,28.0,0.6,0.6,,,,,,,,,,,,1,6
12278,1997-08-03,1997,18,Domain Stadium,Fremantle Dockers,West Coast Eagles,L,-33,Fremantle Dockers,0.6,-17.0,66.0,8.0,36.0,0.0,0.7,,,,,,,,,,,,0,-33
12279,1997-08-09,1997,19,WACA,Fremantle Dockers,richmond tigers,W,43,Fremantle Dockers,0.6,-20.6,65.0,6.0,36.0,0.5,0.7,,,,,,,,,,,,1,43
12281,1997-08-24,1997,21,Domain Stadium,Fremantle Dockers,Geelong Cats,L,-32,Fremantle Dockers,0.6,2.4,73.2,8.0,40.0,0.4,0.7,,,,,,,,,,,,0,-32
12283,1998-03-29,1998,1,Domain Stadium,Fremantle Dockers,Melbourne Demons,W,23,Fremantle Dockers,0.2,-15.0,69.0,21.0,0.0,0.6,0.6,,,,,,,,,,,,1,23
12285,1998-04-12,1998,3,Domain Stadium,Fremantle Dockers,west coast eagles,L,-27,Fremantle Dockers,0.2,-31.0,73.8,7.0,4.0,0.2,0.6,,,,,,,,,,,,0,-27
12286,1998-04-19,1998,4,Waverley Park,Fremantle Dockers,Essendon Bombers,W,24,Fremantle Dockers,0.2,-33.8,74.4,7.0,4.0,0.4,0.5,,,,,,,,,,,,1,24
12287,1998-04-25,1998,5,WACA,Fremantle Dockers,North Melbourne Kangaroos,W,17,Fremantle Dockers,0.4,-22.6,80.8,6.0,8.0,0.4,0.7,,,,,,,,,,,,1,17
12289,1998-05-08,1998,7,WACA,Fremantle Dockers,Hawthorn Hawks,L,-42,Fremantle Dockers,0.4,-23.0,81.0,6.0,12.0,0.6,0.8,,,,,,,,,,,,0,-42
12291,1998-05-22,1998,9,WACA,Fremantle Dockers,St Kilda Saints,W,15,Fremantle Dockers,0.4,-11.8,75.0,6.0,12.0,0.6,0.8,,,,,,,,,,,,1,15
